,Unnamed: 0,age,human_norm_rating,human_rating,norm_r,norm_s,norm_t,post_tran,pre_tran,rotate,scale,session_id,spatial,category,translate,has_ref
102,102,5,-0.356129328724,1.0,-0.324147383053,-0.474710240557,0.835588093111,-0.801262199879,-0.0505248829722,0.0411231,0.0616247625825,CDM_photodraw_e11533079562976,0.0367304695009,circle,0.151499,False
103,103,6,0.912870929175,3.0,-0.681155509606,2.76236681732,2.53159943419,-0.241934850812,-0.0546919815242,0.000922031,0.404046937996,CDM_photodraw_e11533079944053,4.61281074191,square,0.292188,True
104,104,4,-1.1303235216,0.0,-0.346513081008,3.87664155005,0.896453983558,-0.422788202763,0.037858825177,0.0386046,0.521916352646,CDM_photodraw_e11533080485289,4.4265824526,square,0.156548,True
105,105,4,-1.25822955067,0.0,-0.23126823864,0.0180600862276,0.862591379821,-0.327160328627,-0.0271041169763,0.0515818,0.113750641658,CDM_photodraw_e11533080485289,0.649383227409,circle,0.153739,False
106,106,5,0.157877244488,2.0,-0.663188807421,-0.807567678153,-0.492537220648,-0.678570926189,-0.268189698458,0.00294518,0.0264146746401,CDM_photodraw_e11533145279933,-1.96329370622,square,0.0413272,True
107,107,5,-0.589873812189,1.0,-0.269995485895,1.03006771455,-0.0987364766096,-0.50084489584,-0.250513464212,0.0472209,0.220802110446,CDM_photodraw_e11533145279933,0.661335752046,shape,0.0739941,True
108,108,5,-1.5759340326,0.0,-0.605655369479,-0.0123447702167,-0.763856360384,-0.48995038867,-0.161959961057,0.00942376,0.11053437683,CDM_photodraw_e11533145279933,-1.38185650008,circle,0.0188205,False
109,109,4,-0.185923092152,1.0,-0.258005837768,-0.696049363903,-0.324025862039,-0.450943440199,-0.299984186888,0.048571,0.0382112253805,CDM_photodraw_e11533145985106,-1.27808106371,square,0.0553057,True
110,110,4,-0.980797221746,0.0,-0.389116694019,0.542235152282,1.29680181912,-0.301414787769,-0.0914032608271,0.0338072,0.169198554453,CDM_photodraw_e11533145985106,1.44992027738,shape,0.189758,True
111,111,7,0.933406473358,3.0,-0.682011773492,-0.837540184163,-0.823913357734,-0.655759334564,-0.454911231995,0.000825611,0.0232441443972,CDM_photodraw_e11533146317748,-2.34346531539,square,0.0138386,True
112,112,7,0.384774151605,2.0,-0.531149754724,-0.314554014084,-0.280978524309,-0.717367529869,-0.413247346878,0.0178135,0.0785662942466,CDM_photodraw_e11533146317748,-1.12668229312,shape,0.0588766,True
113,113,7,-0.262713541539,1.0,0.194985465269,-0.489057977358,-0.0656646834124,-0.52588313818,-0.109720684588,0.0995803,0.0601070405265,CDM_photodraw_e11533146317748,-0.359737195502,circle,0.0767375,False
114,114,5,-0.356129328724,1.0,-0.0150176486448,0.825191937832,-0.174477079321,-0.724265515804,-0.130035921931,0.0759328,0.199130087229,CDM_photodraw_e11533147693749,0.635697209866,square,0.0677112,True
